"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 07:58:12 UTC 2021","Wed Aug 11 07:58:13 UTC 2021","444","","org.entando.kubernetes.controller.app.FailureTests","","org.entando.kubernetes.controller.app.FailureTests","shouldFailWhenTheSsoServiceCouldNotBeProvisioned","shouldFailWhenTheSsoServiceCouldNotBeProvisioned()","Should fail when the SSO capability provisioning failed"
"passed","Wed Aug 11 07:58:04 UTC 2021","Wed Aug 11 07:58:08 UTC 2021","3859","","org.entando.kubernetes.controller.app.DeployedEntandoAppServerTest","","org.entando.kubernetes.controller.app.DeployedEntandoAppServerTest","shouldSupportIngressPathsAtTheRootContext","shouldSupportIngressPathsAtTheRootContext()","Should support ingressPaths at the root context"
"passed","Wed Aug 11 07:58:11 UTC 2021","Wed Aug 11 07:58:12 UTC 2021","832","","org.entando.kubernetes.controller.app.DeployedEntandoAppServerTest","","org.entando.kubernetes.controller.app.DeployedEntandoAppServerTest","shouldPointComponentManagerToGlobalRepositoryNamespaces","shouldPointComponentManagerToGlobalRepositoryNamespaces()","Should point ComponentManager to the globally configured Component Repository Namespaces"
"passed","Wed Aug 11 07:58:08 UTC 2021","Wed Aug 11 07:58:10 UTC 2021","1642","","org.entando.kubernetes.controller.app.DeployedEntandoAppServerTest","","org.entando.kubernetes.controller.app.DeployedEntandoAppServerTest","shouldDeployEntandoEapImageWithDefaultValues","shouldDeployEntandoEapImageWithDefaultValues()","Should deploy the Entando EAP image with all the default values in a Red Hat compliant environment"
"passed","Wed Aug 11 07:58:10 UTC 2021","Wed Aug 11 07:58:11 UTC 2021","1251","","org.entando.kubernetes.controller.app.DeployedEntandoAppServerTest","","org.entando.kubernetes.controller.app.DeployedEntandoAppServerTest","shouldDeployImagesInAnnotations","shouldDeployImagesInAnnotations()","Should deploy the images specified in the annotations for a given version of Entando"
"passed","Wed Aug 11 07:58:13 UTC 2021","Wed Aug 11 07:58:16 UTC 2021","3419","","org.entando.kubernetes.controller.app.FailureTests","","org.entando.kubernetes.controller.app.FailureTests","shouldLogTimeoutException","shouldLogTimeoutException()","Should log a timeout exception if the entire deployment did not complete on time"
"passed","Wed Aug 11 07:58:12 UTC 2021","Wed Aug 11 07:58:12 UTC 2021","667","","org.entando.kubernetes.controller.app.FailureTests","","org.entando.kubernetes.controller.app.FailureTests","shouldFailWhenTheDatabaseCouldNotBeProvisioned","shouldFailWhenTheDatabaseCouldNotBeProvisioned()","Should fail when the database capability provisioning failed"
"passed","Wed Aug 11 07:58:16 UTC 2021","Wed Aug 11 07:58:17 UTC 2021","698","","org.entando.kubernetes.controller.app.FailureTests","","org.entando.kubernetes.controller.app.FailureTests","shouldLeaveEarlierExceptionInTactButStillLogIt","shouldLeaveEarlierExceptionInTactButStillLogIt()","Should log an exception message occurring during the execution of the DeploymentProcessor and leave it attached to the EntandoApp.status"
