"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 30 11:57:56 UTC 2021","Fri Jul 30 11:57:57 UTC 2021","720","","org.entando.kubernetes.controller.app.FailureTests","","org.entando.kubernetes.controller.app.FailureTests","shouldLeaveEarlierExceptionInTactButStillLogIt","shouldLeaveEarlierExceptionInTactButStillLogIt()","Should log an exception message occurring during the execution of the DeploymentProcessor and leave it attached to the EntandoApp.status"
"broken","Fri Jul 30 11:57:46 UTC 2021","Fri Jul 30 11:57:49 UTC 2021","3613","","org.entando.kubernetes.controller.app.DeployedEntandoAppServerTest","","org.entando.kubernetes.controller.app.DeployedEntandoAppServerTest","shouldDeployEntandoEapImageWithDefaultValues","shouldDeployEntandoEapImageWithDefaultValues()","Should deploy the Entando EAP image with all the default values in a Red Hat compliant environment"
"passed","Fri Jul 30 11:57:52 UTC 2021","Fri Jul 30 11:57:53 UTC 2021","492","","org.entando.kubernetes.controller.app.FailureTests","","org.entando.kubernetes.controller.app.FailureTests","shouldFailWhenTheDatabaseCouldNotBeProvisioned","shouldFailWhenTheDatabaseCouldNotBeProvisioned()","Should fail when the database capability provisioning failed"
"passed","Fri Jul 30 11:57:51 UTC 2021","Fri Jul 30 11:57:52 UTC 2021","914","","org.entando.kubernetes.controller.app.DeployedEntandoAppServerTest","","org.entando.kubernetes.controller.app.DeployedEntandoAppServerTest","shouldPointComponentManagerToGlobalRepositoryNamespaces","shouldPointComponentManagerToGlobalRepositoryNamespaces()","Should point ComponentManager to the globally configured Component Repository Namespaces"
"passed","Fri Jul 30 11:57:49 UTC 2021","Fri Jul 30 11:57:51 UTC 2021","1861","","org.entando.kubernetes.controller.app.DeployedEntandoAppServerTest","","org.entando.kubernetes.controller.app.DeployedEntandoAppServerTest","shouldDeployImagesInAnnotations","shouldDeployImagesInAnnotations()","Should deploy the images specified in the annotations for a given version of Entando"
"passed","Fri Jul 30 11:57:53 UTC 2021","Fri Jul 30 11:57:56 UTC 2021","3414","","org.entando.kubernetes.controller.app.FailureTests","","org.entando.kubernetes.controller.app.FailureTests","shouldLogTimeoutException","shouldLogTimeoutException()","Should log a timeout exception if the entire deployment did not complete on time"
"passed","Fri Jul 30 11:57:53 UTC 2021","Fri Jul 30 11:57:53 UTC 2021","419","","org.entando.kubernetes.controller.app.FailureTests","","org.entando.kubernetes.controller.app.FailureTests","shouldFailWhenTheSsoServiceCouldNotBeProvisioned","shouldFailWhenTheSsoServiceCouldNotBeProvisioned()","Should fail when the SSO capability provisioning failed"
