"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 12:57:37 UTC 2021","Wed Aug 11 12:57:37 UTC 2021","525","","org.entando.kubernetes.controller.plugin.FailureTests","","org.entando.kubernetes.controller.plugin.FailureTests","shouldLeaveEarlierExceptionInTactButStillLogIt","shouldLeaveEarlierExceptionInTactButStillLogIt()","Should log an exception message occurring during the execution of the DeploymentProcessor and leave it attached to the EntandoPlugin.status"
"passed","Wed Aug 11 12:57:35 UTC 2021","Wed Aug 11 12:57:36 UTC 2021","919","","org.entando.kubernetes.controller.plugin.FailureTests","","org.entando.kubernetes.controller.plugin.FailureTests","shouldFailWhenTheDatabaseCouldNotBeProvisioned","shouldFailWhenTheDatabaseCouldNotBeProvisioned()","Should fail when the database capability provisioning failed"
"passed","Wed Aug 11 12:57:36 UTC 2021","Wed Aug 11 12:57:37 UTC 2021","519","","org.entando.kubernetes.controller.plugin.FailureTests","","org.entando.kubernetes.controller.plugin.FailureTests","shouldFailWhenTheSsoServiceCouldNotBeProvisioned","shouldFailWhenTheSsoServiceCouldNotBeProvisioned()","Should fail when the SSO capability provisioning failed"
"passed","Wed Aug 11 12:57:31 UTC 2021","Wed Aug 11 12:57:35 UTC 2021","4333","","org.entando.kubernetes.controller.plugin.DeployEntandoPluginTest","","org.entando.kubernetes.controller.plugin.DeployEntandoPluginTest","shouldDeployPluginImageWithPostgresql","shouldDeployPluginImageWithPostgresql()","Should deploy a custom Plugin image with a PostgreSQL database"
