"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 02 12:30:09 UTC 2021","Mon Aug 02 12:35:21 UTC 2021","311215","","org.entando.kubernetes.controller.coordinator.ControllerCoordinatorSmokeTest","","org.entando.kubernetes.controller.coordinator.ControllerCoordinatorSmokeTest","smokeTest","smokeTest()","Should deploy all the capabilities required for an EntandoApp"
